name,model,segment,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats
Suzuki Ertiga,Ertiga,MUV,2023,7.86,27144,Petrol,Individual,Manual,Second Owner,18.2,1468.0,99.5,6.0
Suzuki Swift,Swift,Hatchback,2020,4.06,38042,CNG,Individual,Manual,Second Owner,31.1,997.0,62.8,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2010,1.2,178772,Petrol,Individual,Manual,First Owner,20.3,1473.0,105.4,5.0
Suzuki Alto K10,Alto K10,Hatchback,2016,1.2,131205,CNG,Individual,Manual,Second Owner,31.1,1001.0,61.6,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2017,3.38,999999,Petrol,Individual,Manual,Second Owner,19.1,1448.0,109.4,5.0
Suzuki Dzire,Dzire,Sedan,2017,3.11,53293,Petrol,Individual,Manual,First Owner,20.9,1200.0,83.9,5.0
Suzuki Dzire,Dzire,Sedan,2019,3.46,48677,CNG,Dealer,Manual,First Owner,31.0 kmpl,1191.0,85.3,5.0
Suzuki S-Presso,S-Presso,Hatchback,2023,4.2,20504,Petrol,Individual,Manual,First Owner,20.6,996.0,59.9,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2016,3.41,110355,Petrol,Dealer,Manual,Second Owner,17.7 kmpl,1468.0,105.8,4.0
Suzuki Jimny,Jimny,SUV,2015,3.25,147927,Petrol,Dealer,Manual,First Owner,14.9,1465.0,103.7,5.0
Suzuki WagonR,WagonR,Hatchback,2015,1.39,157473,CNG,Dealer,Automatic,Second Owner,32.4,1012.0,67.1,5.0
Suzuki Celerio,Celerio,Hatchback,2022,4.63,28804,CNG,Dealer,Automatic,First Owner,29.5 kmpl,983.0,69.2,5.0
Suzuki WagonR,WagonR,Hatchback,2019,2.66,63442,Petrol,Individual,Manual,Second Owner,21.9 kmpl,1022.0,65.5,5.0
Suzuki Swift,Swift,Hatchback,2015,1.87,93404,Petrol,Individual,Automatic,Second Owner,21.3,1005.0,68.2,5.0
Suzuki WagonR,WagonR,Hatchback,2023,3.84,500,CNG,Individual,Manual,Fourth & Above Owner,27.8,1005.0,65.3,5.0
Suzuki WagonR,WagonR,Hatchback,2023,4.62,17517,CNG,Dealer,Manual,Second Owner,30.2,976.0,69.2,5.0
Suzuki WagonR,WagonR,Hatchback,2008,1.2,141897,CNG,Trustmark Dealer,Manual,First Owner,29.0,991.0,64.1,5.0
Suzuki S-Presso,S-Presso,Hatchback,2023,4.47,14590,Petrol,Individual,Manual,First Owner,20.8,994.0,62.5,5.0
Suzuki S-Presso,S-Presso,Hatchback,2021,2.86,36224,Petrol,Dealer,Manual,Second Owner,20.5,979.0,68.6,5.0
Suzuki WagonR,WagonR,Hatchback,2022,4.37,36287,CNG,Individual,Manual,Second Owner,30.9,1013.0,68.5,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2010,1.22,188399,Petrol,Individual,Automatic,Third Owner,21.2 kmpl,1470.0,102.4,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2013,2.2,145668,Petrol,Individual,Automatic,First Owner,14.8,1469.0,108.2,5.0
Suzuki Ertiga,Ertiga,MUV,2011,1.33,109399,Petrol,Individual,Manual,Second Owner,20.1,1494.0,101.9,7.0
Suzuki Baleno,Baleno,Premium Hatchback,2023,6.73,3025,Petrol,Dealer,Automatic,First Owner,21.4,1210.0,79.7,5.0
Suzuki Swift,Swift,Hatchback,2013,1.2,139960,Petrol,Individual,Manual,Second Owner,20.9,1024.0,62.8,5.0
Suzuki Ertiga,Ertiga,MUV,2018,3.54,77960,Petrol,Individual,Manual,First Owner,19.2,1480.0,101.7,7.0
Suzuki Alto K10,Alto K10,Hatchback,2020,2.14,54277,CNG,Individual,Manual,First Owner,30.8,1004.0,64.5,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2018,2.75,85339,Petrol,Individual,Manual,First Owner,22.1,1208.0,82.3,5.0
Suzuki Ertiga,Ertiga,MUV,2020,5.97,35006,Petrol,Dealer,Automatic,First Owner,18.3,1469.0,98.8,6.0
Suzuki Ertiga,Ertiga,MUV,2019,3.87,67832,Petrol,Individual,Manual,First Owner,19.2,1472.0,106.9,6.0
Suzuki Celerio,Celerio,Hatchback,2014,1.43,103255,Petrol,Individual,Automatic,First Owner,19.9 kmpl,993.0,67.9,5.0
Suzuki Fronx,Fronx,Compact SUV,2016,2.5,115008,Petrol,Dealer,Manual,First Owner,21.0,1462.0,102.0,5.0
Suzuki Ciaz,Ciaz,Sedan,2012,2.23,97635,Petrol,Individual,Automatic,First Owner,20.0,1193.0,84.6,5.0
Suzuki WagonR,WagonR,Hatchback,2014,1.47,90595,Petrol,Dealer,Manual,Second Owner,21.4,1010.0,69.1,5.0
Suzuki Ignis,Ignis,Hatchback,2017,2.2,82432,Petrol,Dealer,Automatic,Second Owner,,1003.0,63.9,5.0
Suzuki Jimny,Jimny,SUV,2020,7.98,50038,Petrol,Dealer,Automatic,First Owner,18.4,1456.0,103.5,5.0
Suzuki WagonR,WagonR,Hatchback,2020,2.8,86660,Petrol,Dealer,Manual,Second Owner,20.7,983.0,63.8,5.0
Suzuki Celerio,Celerio,Hatchback,2018,2.67,62122,Petrol,Dealer,Manual,First Owner,20.6,986.0,65.2,5.0
Suzuki WagonR,WagonR,Hatchback,2020,3.33,79255,Petrol,Individual,Automatic,First Owner,21.9,995.0,65.7,5.0
Suzuki Ciaz,Ciaz,Sedan,2020,4.54,83097,Petrol,Dealer,Manual,First Owner,20.5 kmpl,1214.0,84.8,5.0
Suzuki Dzire,Dzire,Sedan,2023,6.12,2907,Petrol,Dealer, Manual ,Second Owner,22.1,1214.0,84.1,5.0
Suzuki Alto K10,Alto K10,Hatchback,2015,1.2,124324,CNG,Individual,Manual,First Owner,30.9,998.0,69.1,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2019,3.04,43660,Petrol,Individual,Manual,First Owner,19.8,1178.0,82.3,5.0
Suzuki Dzire,Dzire,Sedan,2013,1.97,63982,PETROL,Dealer,Automatic,First Owner,21.5,1186.0,80.1,5.0
Suzuki Alto K10,Alto K10,Hatchback,2021,2.46,51897,CNG,Individual,Manual,Second Owner,29.9 kmpl,994.0,64.5,5.0
Suzuki Swift,Swift,Hatchback,2020,3.49,47620,Petrol,Individual,Manual,Second Owner,22.3,1003.0,63.0,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2010,1.2,165350,CNG,Individual,Manual,First Owner,29.5,1432.0,100.7,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2018,3.9,57898,Petrol,Individual,Automatic,First Owner,22.2,1187.0,83.5,5.0
Suzuki Swift,Swift,Hatchback,2021,3.89,39926,CNG,Trustmark Dealer,Manual,Third Owner,29.8,989.0,68.3,5.0
Suzuki Dzire,Dzire,Sedan,2017,2.79,63746,CNG,Individual,Manual,First Owner,31.6,1177.0,80.0,5.0
Suzuki XL6,XL6,MUV,2012,2.89,54563,Petrol,Dealer,Automatic,Second Owner,21.1,1461.0,107.1,7.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2019,3.98,70649,Petrol,Individual,Manual,First Owner,21.5,1463.0,100.0,5.0
Suzuki Swift,Swift,Hatchback,2013,1.37,176235,Petrol,Individual,Automatic,First Owner,21.7,998.0,65.0,5.0
Suzuki Alto K10,Alto K10,Hatchback,2014,1.2,168967,Petrol,Individual,Manual,Second Owner,22.1,1012.0,67.2,5.0
Suzuki Dzire,Dzire,Sedan,2022,5.92,7707,Petrol,Individual,Automatic,First Owner,20.8,1183.0,79.0,5.0
Suzuki XL6,XL6,MUV,2019,5.66,79832,Petrol,Dealer,Manual,Second Owner,18.6,1467.0,105.1,6.0
Suzuki XL6,XL6,MUV,2023,10.97,500,Petrol,Dealer, Automatic ,First Owner,20.9,1451.0,104.9,7.0
Suzuki Baleno,Baleno,Premium Hatchback,2014,1.76,76825,Petrol,Individual,Manual,First Owner,24.5 kmpl,1184.0,88.2,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2018,4.24,78281,Petrol,Dealer,Manual,Second Owner,16.2,1440.0,99.9,5.0
Suzuki Ertiga,Ertiga,MUV,2016,2.32,140054,Petrol,Dealer,Manual,First Owner,17.1,1463.0,101.9,7.0
Suzuki Jimny,Jimny,SUV,2017,5.65,59256,Petrol,Dealer,Automatic,First Owner,14.9 kmpl,1480.0,105.6,5.0
Suzuki Alto K10,Alto K10,Hatchback,2023,4.03,14309,Petrol,Individual,Manual,Second Owner,23.1,1006.0,72.2,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2018,3.52,114103,Petrol,Individual,Manual,Third Owner,14.1,1484.0,101.4,5.0
Suzuki Swift,Swift,Hatchback,2012,1.2,143582,PETROL,Dealer,Manual,Second Owner,22.4,986.0,69.6,5.0
Suzuki WagonR,WagonR,Hatchback,2017,2.01,85305,Petrol,Trustmark Dealer,Manual,First Owner,20.9,1006.0,70.3,5.0
Suzuki Ertiga,Ertiga,MUV,2022,7.93,21704,Petrol,Individual,Manual,First Owner,19.8,1464.0,105.1,7.0
Suzuki Dzire,Dzire,Sedan,2018,2.75,76756,Petrol,Individual,Manual,Second Owner,18.8,1192.0,81.8,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2019,3.22,64623,Petrol,Individual,Manual,Second Owner,22.3,1170.0,79.0,5.0
Suzuki Celerio,Celerio,Hatchback,2023,3.84,20524,Petrol,Individual,Manual,Third Owner,22.6,993.0,69.9,5.0
Suzuki Ertiga,Ertiga,MUV,2017,2.72,108763,Petrol,Individual,Manual,First Owner,19.5 kmpl,1458.0,101.8,6.0
Suzuki Alto K10,Alto K10,Hatchback,2017,1.59,88782,Petrol,Individual,Automatic,Third Owner,24.6,984.0,65.2,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2020,4.34,45243,Petrol,Dealer,Manual,First Owner,21.0,1179.0,79.6,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2015,1.3,145328,Petrol,Individual,Manual,Fourth & Above Owner,19.6,1448.0,104.0,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2008,1.2,205724,CNG,Dealer,Automatic,First Owner,33.5,1201.0,83.3,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2022,5.24,33599,CNG,Individual,Manual,Second Owner,27.6,1459.0,107.0,5.0
Suzuki Alto K10,Alto K10,Hatchback,2015,1.2,149112,Petrol,Dealer,Manual,First Owner,19.5,1019.0,66.6,5.0
Suzuki WagonR,WagonR,Hatchback,2018,2.72,49461,CNG,Dealer,Manual,Second Owner,32.5,988.0,69.5,5.0
Suzuki Swift,Swift,Hatchback,2018,3.05,46613,Petrol,Dealer,Manual,First Owner,22.9,1019.0,68.6,5.0
Suzuki Alto K10,Alto K10,Hatchback,2021,3.14,28889,CNG,Dealer,Manual,First Owner,31.3,981.0,67.0,5.0
Suzuki Ciaz,Ciaz,Sedan,2023,8.48,17851,Petrol,Dealer,Manual,First Owner,20.7,1201.0,80.5,5.0
Suzuki Dzire,Dzire,Sedan,2010,1.2,219497,PETROL,Individual,Manual,First Owner,20.0 kmpl,1198.0,84.0,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2015,2.33,77259,Petrol,Individual,Automatic,First Owner,22.4 kmpl,1205.0,87.9,5.0
Suzuki Fronx,Fronx,Compact SUV,2020,5.02,55399,CNG,Individual,Automatic,First Owner,31.0 kmpl,1478.0,101.4,5.0
Suzuki Jimny,Jimny,SUV,2012,2.37,132402,Petrol,Individual,Manual,First Owner,15.3,1451.0,103.4,5.0
Suzuki Swift,Swift,Hatchback,2014,1.66,96300,Petrol,Dealer,Manual,First Owner,21.9,989.0,68.8,5.0
Suzuki Ertiga,Ertiga,MUV,2017,3.95,59623,Petrol,Individual,Manual,First Owner,17.6 kmpl,1449.0,101.8,6.0
Suzuki WagonR,WagonR,Hatchback,2013,1.29,107731,Petrol,Individual,Manual,Second Owner,22.2,971.0,70.9,5.0
Suzuki Alto K10,Alto K10,Hatchback,2021,2.87,57117,CNG,Dealer,Automatic,First Owner,29.9,982.0,69.4,5.0
Suzuki Celerio,Celerio,Hatchback,2017,2.16,92265,CNG,Individual,Manual,First Owner,31.5,988.0,65.9,5.0
Suzuki Fronx,Fronx,Compact SUV,2016,3.27,57114,Petrol,Dealer,Manual,First Owner,20.0 kmpl,1463.0,106.0,5.0
Suzuki Dzire,Dzire,Sedan,2017,2.66,68623,Petrol,Individual,Manual,Second Owner,21.1,1169.0,83.4,5.0
Suzuki Celerio,Celerio,Hatchback,2014,2.1,60190,Petrol,Individual,Automatic,First Owner,21.0,998.0,65.4,5.0
Suzuki Celerio,Celerio,Hatchback,2019,3.16,24473,CNG,Individual, Manual ,First Owner,32.4,1000.0,64.5,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2020,5.55,39910,Petrol,Trustmark Dealer,Automatic,Second Owner,22.0,1485.0,104.5,5.0
Suzuki S-Presso,S-Presso,Hatchback,2023,4.53,4804,CNG,Dealer,Automatic,First Owner,30.4,1015.0,64.5,5.0
Suzuki Dzire,Dzire,Sedan,2014,1.71,108461,Petrol,Individual,Manual,First Owner,17.3 kmpl,1196.0,89.0,5.0
Suzuki Dzire,Dzire,Sedan,2019,2.43,63327,Petrol,Individual,Manual,Fourth & Above Owner,19.5,1187.0,85.8,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2017,2.83,100899,CNG,Individual,Manual,Third Owner,30.7,1434.0,98.8,5.0
Suzuki Ertiga,Ertiga,MUV,2022,6.83,27301,Petrol,Trustmark Dealer,Manual,First Owner,20.2,1438.0,97.5,7.0
Suzuki Swift,Swift,Hatchback,2018,2.8,75440,CNG,Individual,Manual,First Owner,,,,
Suzuki Celerio,Celerio,Hatchback,2020,4.04,39665,Petrol,Individual,Automatic,First Owner,22.1,997.0,69.8,5.0
Suzuki Swift,Swift,Hatchback,2013,1.31,108091,Petrol,Individual,Manual,First Owner,22.0,1004.0,67.0,5.0
Suzuki S-Presso,S-Presso,Hatchback,2021,2.71,44414,CNG,Individual, Manual ,First Owner,29.8,1024.0,67.4,5.0
Suzuki S-Presso,S-Presso,Hatchback,2017,1.64,71058,CNG,Dealer,Manual,Second Owner,31.7 kmpl,1016.0,69.6,5.0
Suzuki Ciaz,Ciaz,Sedan,2015,2.63,112441,Petrol,Individual,Manual,First Owner,22.2,1208.0,88.5,5.0
Suzuki Ignis,Ignis,Hatchback,2018,2.73,83229,Petrol,Individual,Manual,First Owner,21.7,990.0,65.9,5.0
Suzuki Alto K10,Alto K10,Hatchback,2022,3.61,8173,Petrol,Individual,Automatic,First Owner,19.8,996.0,69.5,5.0
Suzuki WagonR,WagonR,Hatchback,2018,2.36,90346,Petrol,Individual,Manual,First Owner,21.7,1031.0,65.4,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2014,2.43,93365,Petrol,Individual,Automatic,Second Owner,19.0 kmpl,1451.0,105.3,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2017,3.23,97673,PETROL,Individual,Manual,First Owner,20.5 kmpl,1476.0,99.8,5.0
Suzuki Dzire,Dzire,Sedan,2012,1.23,114536,Petrol,Individual,Manual,First Owner,22.8,1205.0,85.2,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2010,1.2,270161,Petrol,Individual,Manual,Fourth & Above Owner,20.0,1474.0,102.7,5.0
Suzuki WagonR,WagonR,Hatchback,2018,2.68,62893,Petrol,Dealer,Manual,First Owner,21.2 kmpl,989.0,71.8,5.0
Suzuki Jimny,Jimny,SUV,2017,5.28,42723,Petrol,Individual,Manual,Second Owner,15.9,1436.0,105.8,5.0
Suzuki Jimny,Jimny,SUV,2023,12.77,7868,Petrol,Individual,Automatic,First Owner,19.2,1471.0,107.4,5.0
Suzuki Dzire,Dzire,Sedan,2014,1.71,149601,CNG,Dealer,Automatic,First Owner,29.7,1209.0,76.3,5.0
Suzuki S-Presso,S-Presso,Hatchback,2021,2.76,38508,Petrol,Individual,Manual,Second Owner,22.3,984.0,62.7,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2013,1.2,180841,CNG,Dealer,Manual,Second Owner,28.7,1457.0,103.3,5.0
Suzuki Dzire,Dzire,Sedan,2012,1.34,51318,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,20.2,1201.0,83.9,5.0
Suzuki WagonR,WagonR,Hatchback,2017,1.99,90930,Petrol,Dealer,Manual,Second Owner,20.7 kmpl,982.0,71.4,5.0
Suzuki Ciaz,Ciaz,Sedan,2020,5.8,44779,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1211.0,80.2,5.0
Suzuki Dzire,Dzire,Sedan,2017,2.13,92926,Petrol,Individual,Manual,Second Owner,20.8,1165.0,81.6,5.0
Suzuki Dzire,Dzire,Sedan,2018,3.07,76831,PETROL,Individual,Manual,First Owner,19.5,1204.0,83.2,5.0
Suzuki Dzire,Dzire,Sedan,2019,3.1,63143,Petrol,Individual,Manual,Second Owner,19.1,1196.0,75.8,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2023,6.09,23135,CNG,Individual,Automatic,First Owner,33.8 kmpl,1204.0,83.6,5.0
Suzuki Ertiga,Ertiga,MUV,2014,2.21,120230,Petrol,Individual,Manual,First Owner,20.7,1459.0,101.1,6.0
Suzuki Ciaz,Ciaz,Sedan,2020,5.33,40378,Petrol,Individual,Manual,First Owner,22.3,1205.0,87.9,5.0
Suzuki Ciaz,Ciaz,Sedan,2012,1.57,167190,Petrol,Individual,Manual,Second Owner,20.5,1185.0,79.7,5.0
Suzuki Fronx,Fronx,Compact SUV,2020,4.51,52000,Petrol,Trustmark Dealer,Automatic,Second Owner,22.1 kmpl,1450.0,109.7,5.0
Suzuki Ciaz,Ciaz,Sedan,2010,1.57,102176,Petrol,Individual,Automatic,First Owner,21.5,1197.0,84.5,5.0
Suzuki Dzire,Dzire,Sedan,2014,1.45,168607,PETROL,Dealer,Manual,First Owner,20.6 kmpl,1207.0,81.6,5.0
Suzuki WagonR,WagonR,Hatchback,2013,1.54,81679,Petrol,Individual,Manual,First Owner,22.4,994.0,64.2,5.0
Suzuki Swift,Swift,Hatchback,2010,1.2,207008,Petrol,Individual,Manual,Third Owner,21.7,992.0,66.3,5.0
Suzuki Celerio,Celerio,Hatchback,2018,2.14,88206,Petrol,Individual,Manual,Second Owner,22.7,1002.0,65.3,5.0
Suzuki Jimny,Jimny,SUV,2020,7.74,50397,Petrol,Trustmark Dealer,Manual,First Owner,16.6,1466.0,100.6,5.0
Suzuki S-Presso,S-Presso,Hatchback,2016,1.24,115809,Petrol,Individual,Manual,Second Owner,22.1 kmpl,998.0,65.4,5.0
Suzuki Ertiga,Ertiga,MUV,2018,3.99,65893,Petrol,Dealer,Automatic,First Owner,18.4,1448.0,99.6,7.0
Suzuki Celerio,Celerio,Hatchback,2023,4.58,500,Petrol,Dealer,Manual,First Owner,20.5,985.0,70.4,5.0
Suzuki WagonR,WagonR,Hatchback,2021,3.77,43574,Petrol,Trustmark Dealer,Manual,First Owner,21.2,990.0,67.6,5.0
Suzuki WagonR,WagonR,Hatchback,2017,2.42,92699,Petrol,Individual,Automatic,First Owner,,995.0,67.0,
Suzuki WagonR,WagonR,Hatchback,2017,2.51,80850,CNG,Individual,Manual,First Owner,27.9 kmpl,1010.0,67.8,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2015,2.79,136333,Petrol,Dealer,Manual,First Owner,18.6,1463.0,106.4,5.0
Suzuki Ignis,Ignis,Hatchback,2015,1.61,102074,Petrol,Individual,Manual,Second Owner,21.7,1015.0,72.9,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2018,2.29,111997,Petrol,Dealer,Manual,Third Owner,21.1,1194.0,84.7,5.0
Suzuki Fronx,Fronx,Compact SUV,2017,2.85,97222,CNG,Trustmark Dealer,Automatic,First Owner,30.4,1490.0,104.1,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2014,2.12,120960,Petrol,Individual,Automatic,Second Owner,20.5,1456.0,106.1,5.0
Suzuki Celerio,Celerio,Hatchback,2016,1.69,111437,Petrol,Individual,Manual,First Owner,22.1,1005.0,71.5,5.0
Suzuki Fronx,Fronx,Compact SUV,2014,1.99,116782,Petrol,Individual,Automatic,First Owner,19.6,1462.0,101.4,5.0
Suzuki Ignis,Ignis,Hatchback,2017,2.21,85159,PETROL,Dealer,Manual,Second Owner,20.3,998.0,63.6,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2018,2.42,79852,Petrol,Dealer,Manual,Third Owner,20.7,1193.0,85.5,5.0
Suzuki Fronx,Fronx,Compact SUV,2016,2.84,80861,Petrol,Dealer,Manual,Second Owner,22.2,1457.0,101.1,5.0
Suzuki XL6,XL6,MUV,2014,3.22,82110,Petrol,Dealer,Manual,Second Owner,20.8,1454.0,98.8,6.0
Suzuki Jimny,Jimny,SUV,2018,5.41,104514,Petrol,Individual,Automatic,First Owner,16.8,1455.0,102.6,4.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2017,2.45,107324,Petrol,Dealer,Automatic,Second Owner,,,,
Suzuki Alto K10,Alto K10,Hatchback,2022,3.73,8287,Petrol,Individual,Manual,First Owner,22.4,1007.0,66.4,5.0
Suzuki WagonR,WagonR,Hatchback,2021,3.49,27858,PETROL,Dealer, Automatic ,Fourth & Above Owner,22.7,1015.0,70.1,5.0
Suzuki Ciaz,Ciaz,Sedan,2021,4.87,42303,Petrol,Individual,Manual,Second Owner,20.5,1204.0,81.2,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2011,1.4,219743,Petrol,Dealer,Manual,First Owner,20.8,1462.0,101.6,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2016,2.39,80064,Petrol,Individual,Manual,Second Owner,21.4,1202.0,84.5,5.0
Suzuki Ciaz,Ciaz,Sedan,2016,3.03,93266,CNG,Individual,Manual,First Owner,28.2,1212.0,76.9,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2019,3.62,63188,Petrol,Individual,Manual,First Owner,22.0,1479.0,103.0,5.0
Suzuki Celerio,Celerio,Hatchback,2011,1.2,126071,Petrol,Individual,Manual,Second Owner,22.0,1007.0,65.6,5.0
Suzuki Ignis,Ignis,Hatchback,2012,1.2,142655,CNG,Individual,Manual,Second Owner,31.1 kmpl,1007.0,64.8,5.0
Suzuki Swift,Swift,Hatchback,2023,6.22,500,Petrol,Dealer,Automatic,Second Owner,22.6,1005.0,67.4,5.0
Suzuki Alto K10,Alto K10,Hatchback,2014,1.2,90041,Petrol,Dealer,Manual,First Owner,20.1 kmpl,979.0,70.9,5.0
Suzuki Ignis,Ignis,Hatchback,2023,5.28,7304,CNG,Dealer, Manual ,First Owner,29.7,999.0,70.3,5.0
Suzuki Jimny,Jimny,SUV,2013,2.1,184075,Petrol,Individual,Manual,Fourth & Above Owner,17.2,1432.0,102.0,5.0
Suzuki Ertiga,Ertiga,MUV,2018,4.37,64900,Petrol,Dealer,Manual,First Owner,19.3,1470.0,98.9,6.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,7.51,14653,Petrol,Individual,Manual,Second Owner,19.5,1479.0,106.8,5.0
Suzuki Dzire,Dzire,Sedan,2011,1.25,111616,Petrol,Trustmark Dealer,Manual,First Owner,,,,
Suzuki S-Presso,S-Presso,Hatchback,2018,2.51,65006,Petrol,Individual,Automatic,First Owner,21.3,988.0,69.8,5.0
Suzuki Swift,Swift,Hatchback,2021,4.44,13220,Petrol,Individual,Manual,First Owner,21.7,1027.0,63.2,5.0
Suzuki Swift,Swift,Hatchback,2020,3.72,56331,Petrol,Individual,Automatic,First Owner,21.0,1006.0,70.6,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,8.03,500,Petrol,Dealer,Automatic,First Owner,21.9,1494.0,106.8,5.0
Suzuki WagonR,WagonR,Hatchback,2019,3.03,38034,Petrol,Trustmark Dealer, Manual ,Second Owner,21.4,1008.0,59.9,5.0
Suzuki Swift,Swift,Hatchback,2017,1.7,91961,CNG,Individual,Manual,Fourth & Above Owner,29.9,991.0,70.3,5.0
Suzuki Dzire,Dzire,Sedan,2016,2.43,999999,Petrol,Dealer,Manual,First Owner,19.4,1199.0,80.2,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2012,1.21,144971,Petrol,Trustmark Dealer,Manual,Second Owner,23.5,1205.0,80.8,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2015,2.2,113133,CNG,Trustmark Dealer, Manual ,Second Owner,29.4,1444.0,102.4,5.0
Suzuki Dzire,Dzire,Sedan,2016,2.5,51804,Petrol,Individual,Manual,First Owner,20.7 kmpl,1187.0,80.5,5.0
Suzuki Ertiga,Ertiga,MUV,2019,4.03,71731,Petrol,Dealer,Manual,Second Owner,18.1 kmpl,1458.0,107.3,7.0
Suzuki Alto K10,Alto K10,Hatchback,2023,3.84,7376,CNG,Individual,Manual,Second Owner,31.2,992.0,73.0,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2019,5.48,55502,Petrol,Individual,Automatic,First Owner,19.6 kmpl,1469.0,104.0,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2017,3.53,61334,Petrol,Individual,Manual,First Owner,19.8,1479.0,104.6,5.0
Suzuki Ignis,Ignis,Hatchback,2019,3.04,52943,CNG,Dealer,Manual,First Owner,30.5,984.0,66.8,5.0
Suzuki Fronx,Fronx,Compact SUV,2023,7.6,19748,Petrol,Dealer,Automatic,First Owner,20.1,1471.0,100.8,5.0
Suzuki Ignis,Ignis,Hatchback,2016,2.18,51301,Petrol,Dealer,Manual,First Owner,20.7,1023.0,66.4,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2021,6.03,40746,CNG,Individual,Automatic,First Owner,29.7,1487.0,104.6,5.0
Suzuki XL6,XL6,MUV,2019,5.11,47416,Diesel,Individual,Manual,Second Owner,22.1 kmpl,1455.0,107.3,7.0
Suzuki Baleno,Baleno,Premium Hatchback,2015,1.63,84238,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,20.7 kmpl,1202.0,80.4,5.0
Suzuki Alto K10,Alto K10,Hatchback,2015,1.2,121780,CNG,Individual,Automatic,Second Owner,,998.0,67.9,5.0
Suzuki XL6,XL6,MUV,2018,5.77,72949,Petrol,Trustmark Dealer,Automatic,First Owner,20.2,1457.0,106.7,7.0
Suzuki Dzire,Dzire,Sedan,2014,1.59,115383,Petrol,Individual,Manual,Second Owner,21.6,1228.0,86.2,5.0
Suzuki Fronx,Fronx,Compact SUV,2019,4.07,62659,Petrol,Individual,Manual,First Owner,20.1,1442.0,100.6,5.0
Suzuki Fronx,Fronx,Compact SUV,2018,3.6,59497,Petrol,Individual,Automatic,Second Owner,19.9,1462.0,106.3,5.0
Suzuki Ertiga,Ertiga,MUV,2016,2.77,83310,Petrol,Dealer,Manual,Third Owner,18.5,1466.0,102.5,7.0
Suzuki Grand Vitara,Grand Vitara,SUV,2020,6.21,75301,Petrol,Trustmark Dealer, Automatic ,First Owner,15.7,1424.0,100.0,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2015,2.32,85142,Petrol,Dealer,Manual,First Owner,21.3,1195.0,79.0,5.0
Suzuki Dzire,Dzire,Sedan,2018,2.51,93383,Petrol,Trustmark Dealer,Manual,Third Owner,20.1,1211.0,84.9,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2020,4.46,33205,Petrol,Individual,Manual,Second Owner,22.7,1478.0,99.8,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2023,5.51,18297,CNG,Individual, Manual ,First Owner,31.0 kmpl,1181.0,80.8,5.0
